Game result,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
4th (54),2:40,0,-6,2,7,10,31,0,10,3,2,4,18,0,0,no,13,2,7,1,0,2,1,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),4:09,9,-3,2,3,3,48,0,0,3,0,6,9,8,3,no,9,1,8,0,2,3,1,1
2nd (51),4:25,13,0,4,7,12,0,0,15,2,1,1,11,15,9,no,11,2,0,2,4,2,3,2
3rd (48),5:25,9,-2,2,3,18,0,5,13,3,0,3,10,13,9,no,14,5,0,2,4,1,5,1
4th (47),2:41,0,-6,4,7,28,1,7,6,3,0,1,10,4,2,no,13,5,1,1,1,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),4:59,0,-6,2,3,10,48,0,9,2,1,2,16,17,0,no,14,2,9,1,0,0,3,2
2nd (61),3:30,9,-1,3,3,12,16,6,13,3,0,0,19,10,3,no,9,2,3,2,2,5,3,0
3rd (53),5:14,9,-1,8,5,20,0,4,8,3,1,1,14,14,6,no,10,4,0,1,3,4,2,0
4th (49),2:50,10,0,5,20,8,0,6,0,4,0,1,8,16,9,no,8,2,0,0,4,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),4:30,9,0,3,10,16,1,0,15,3,0,0,14,12,6,no,12,3,1,2,3,2,3,1
2nd (49),3:42,9,0,6,7,6,10,7,4,3,1,1,4,6,6,no,13,1,2,2,3,2,4,0
3rd (49),3:40,0,-6,3,3,10,31,4,4,2,1,3,10,0,0,no,14,2,7,1,0,3,4,0
4th (47),3:46,0,0,9,3,16,10,9,0,3,0,2,8,18,6,no,9,3,2,0,3,5,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),2:49,13,-1,11,5,13,0,8,15,3,1,2,7,15,4,no,10,2,0,1,3,5,3,0
2nd (61),2:40,0,-6,3,3,0,55,0,6,3,1,5,11,6,0,no,14,0,9,2,0,2,3,1
3rd (58),3:42,13,-1,3,7,23,1,4,8,3,0,0,5,10,6,no,13,4,1,1,3,2,4,0
4th (51),6:05,10,-4,1,3,12,10,6,13,3,0,0,14,6,8,no,9,3,2,2,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),3:04,11,-2,8,3,12,26,8,0,2,0,2,4,19,3,no,14,2,6,0,2,2,4,2
2nd (59),3:29,13,-1,3,7,12,0,0,25,2,1,0,12,12,6,no,11,2,0,3,3,1,5,1
3rd (54),2:34,1,-5,4,10,5,36,3,0,3,0,5,11,2,1,no,12,1,8,0,1,4,1,0
4th (41),5:32,10,-3,3,3,16,1,6,5,3,0,1,20,14,11,no,9,4,0,1,4,3,6,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),3:18,0,-5,2,3,3,62,0,0,2,2,6,9,8,0,no,14,1,10,1,0,3,1,0
2nd (54),6:34,8,-3,6,10,9,0,8,16,3,0,0,13,13,2,yes,3,2,0,3,1,5,3,1
3rd (51),3:19,17,-1,5,3,18,0,0,9,1,1,1,8,19,9,no,11,3,0,2,4,1,4,2
4th (51),3:46,10,-2,4,7,23,4,5,0,3,1,1,14,4,4,no,13,4,2,0,3,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (50),6:13,8,-2,3,0,0,36,0,5,0,1,4,16,15,6,no,13,0,8,1,3,1,3,1
2nd (50),3:58,16,0,2,3,21,0,0,8,2,2,3,11,6,11,no,14,5,0,1,5,3,2,0
3rd (48),4:46,8,-2,3,3,26,0,2,8,1,1,2,9,8,7,no,11,5,0,1,3,3,3,1
4th (45),6:05,0,-4,3,3,14,21,3,5,1,0,3,12,19,1,yes,1,3,5,2,1,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),2:09,6,-2,2,20,24,0,0,9,4,1,1,15,16,3,no,8,4,0,1,2,2,3,1
2nd (57),4:10,5,-3,1,3,9,25,6,11,3,0,1,14,12,4,no,9,2,3,3,2,2,2,3
3rd (49),3:09,16,0,9,5,6,1,6,6,2,1,0,9,14,9,no,10,1,1,1,4,4,4,0
4th (35),3:37,5,-3,2,0,5,26,0,0,2,0,1,16,12,7,no,13,2,6,0,3,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),4:39,0,-4,1,3,0,62,0,5,3,1,5,8,9,1,no,14,0,11,1,1,0,3,1
2nd (62),2:41,17,0,9,7,19,0,6,4,2,1,0,8,14,5,no,11,4,0,1,2,4,4,0
3rd (59),4:55,17,0,4,5,18,0,2,13,3,1,3,12,12,6,no,10,4,0,1,3,3,2,1
4th (57),4:44,0,-6,4,10,20,16,0,13,3,0,3,18,11,0,no,12,4,3,3,0,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),3:43,4,-4,4,3,0,36,4,7,1,0,4,6,5,1,no,8,0,7,2,1,3,2,2
2nd (54),2:41,18,0,1,0,23,9,3,0,2,0,5,3,2,7,no,13,4,3,0,4,2,3,0
3rd (53),3:24,10,-4,7,5,10,4,6,15,3,0,2,6,15,3,no,10,3,2,1,1,3,3,2
4th (47),3:27,4,-4,2,3,27,0,0,15,2,1,2,11,4,1,no,9,6,0,3,1,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (53),2:53,9,-2,11,10,9,0,7,9,3,0,1,4,27,6,yes,7,2,0,1,3,4,5,1
2nd (51),2:14,5,-1,2,3,14,25,3,0,3,0,2,16,2,7,no,9,2,4,0,3,3,3,2
3rd (51),2:54,6,-4,1,10,20,0,0,18,3,1,3,17,4,4,no,12,5,0,3,2,1,2,1
4th (45),2:34,6,-1,4,15,18,0,3,0,3,1,2,2,6,7,yes,1,4,0,0,3,3,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),3:02,17,0,5,5,8,0,9,23,3,1,0,12,3,5,no,10,1,0,2,3,4,1,3
2nd (63),2:49,0,-5,5,2,18,43,0,0,1,1,7,10,12,0,no,14,4,8,1,0,1,2,1
3rd (54),3:41,1,-4,9,20,10,0,9,9,4,0,2,1,10,1,no,8,3,0,1,1,5,4,0
4th (52),3:21,16,-1,4,7,13,0,5,8,2,1,1,10,8,7,no,11,3,0,1,2,3,5,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),2:52,14,-1,8,10,10,25,3,0,3,0,4,16,18,7,no,12,2,4,1,3,1,4,0
2nd (55),3:26,18,0,3,0,18,0,6,10,0,2,4,6,2,9,no,10,4,0,1,5,3,3,0
3rd (47),3:00,0,-6,9,3,8,10,0,23,3,3,0,6,14,0,no,9,1,2,3,0,3,3,3
4th (39),5:25,3,-4,5,7,18,0,6,4,2,1,1,14,8,4,no,11,4,0,1,1,5,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),2:53,13,0,2,3,16,16,0,12,2,1,2,11,12,6,no,14,3,5,2,3,2,2,0
2nd (58),2:58,0,-4,6,10,9,26,4,7,3,0,3,14,15,1,no,12,2,6,1,1,1,2,2
3rd (55),3:15,13,0,8,5,15,0,11,3,3,0,2,12,18,9,no,10,3,0,0,4,5,3,0
4th (48),3:44,0,-2,1,20,8,0,5,16,4,0,0,16,8,3,no,8,1,0,2,2,2,5,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (51),3:29,9,-1,3,20,11,0,3,6,4,1,1,8,11,6,no,8,2,0,1,3,3,3,1
2nd (48),4:21,0,-6,7,7,29,0,3,8,3,2,1,9,14,0,no,13,6,0,1,0,3,3,0
3rd (45),3:12,10,0,1,3,11,0,0,20,3,0,0,10,6,9,no,14,3,0,3,4,1,5,2
4th (44),5:35,9,-1,4,3,9,13,7,0,3,0,2,12,8,6,no,9,2,2,1,3,5,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),4:32,18,0,5,20,6,0,4,6,4,0,1,14,10,9,no,8,1,0,1,5,3,3,1
2nd (52),2:48,9,-3,8,5,11,0,4,18,3,0,0,2,22,6,no,10,2,0,2,3,3,3,2
3rd (50),3:22,9,-3,3,2,11,25,3,0,1,2,4,12,10,6,no,14,2,6,0,3,2,3,0
4th (41),3:30,0,-6,0,10,17,13,2,5,3,0,4,18,4,3,no,12,4,4,1,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),3:48,9,-2,9,20,11,0,10,12,4,0,0,10,11,4,no,8,2,0,1,2,3,6,0
2nd (67),4:11,0,-6,0,3,8,55,0,7,2,1,5,10,6,0,no,14,1,9,2,0,0,3,2
3rd (55),2:27,14,-1,5,0,26,0,4,7,2,0,5,2,12,9,no,13,6,0,1,4,4,1,0
4th (47),2:42,11,-1,3,10,7,10,0,7,3,0,1,13,6,8,no,12,1,3,1,4,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),3:08,13,-1,8,5,6,0,3,23,3,1,0,13,19,7,no,10,1,0,3,4,3,1,2
2nd (56),3:22,11,-3,4,20,0,0,9,15,4,0,2,9,12,7,no,8,0,0,2,3,4,5,0
3rd (51),3:58,1,-5,2,7,37,0,2,7,3,0,2,10,7,1,no,13,7,0,1,1,2,3,1
4th (43),5:33,11,-3,1,3,0,31,0,0,3,1,3,21,15,9,no,9,0,6,0,4,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),3:45,9,-3,5,7,28,0,10,0,2,0,1,8,10,3,no,11,5,0,0,1,2,6,2
2nd (53),4:40,0,-5,2,2,11,43,0,0,1,1,5,12,0,0,no,12,3,9,0,0,3,1,0
3rd (51),3:14,16,-1,4,7,2,0,0,23,3,0,0,4,17,12,no,13,1,0,3,5,1,5,0
4th (47),4:12,10,-2,4,5,12,0,4,14,3,1,0,15,12,7,no,10,2,0,1,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),3:00,11,-1,8,3,18,0,11,11,3,0,1,10,15,5,no,14,4,0,2,3,5,3,1
2nd (54),2:49,10,-1,6,10,13,0,4,12,3,0,0,8,10,7,no,12,3,0,2,3,2,3,2
3rd (44),2:33,0,-1,1,3,5,36,0,0,3,2,5,6,2,4,no,9,1,6,1,2,0,3,2
4th (43),2:39,0,-2,2,15,25,0,3,0,3,0,2,9,6,4,yes,1,5,0,0,2,5,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),2:48,0,-6,3,10,0,55,2,0,3,0,4,16,10,0,no,12,0,9,1,0,1,3,1
2nd (63),2:57,17,0,7,7,23,0,4,5,3,0,3,5,16,6,no,13,5,0,1,3,4,2,0
3rd (57),2:45,18,0,4,5,9,0,5,16,3,1,0,16,6,7,no,10,2,0,2,4,3,2,1
4th (47),2:52,0,-5,4,3,27,0,4,14,2,0,2,6,11,4,no,9,5,0,2,2,4,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),1:59,9,-2,6,10,25,0,3,12,3,0,2,13,17,4,no,12,5,0,2,2,2,3,1
2nd (63),2:44,0,-6,1,3,3,62,0,0,3,4,6,16,0,0,no,14,1,11,0,0,1,1,0
3rd (61),2:39,5,-2,9,7,14,0,5,23,2,0,2,11,17,4,no,11,3,0,3,2,5,2,1
4th (52),2:32,17,-1,7,7,15,0,7,0,3,0,2,4,10,11,no,13,3,0,0,5,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),3:10,17,0,3,7,9,4,4,17,3,1,1,10,10,6,no,13,2,2,2,3,1,4,0
2nd (59),4:03,18,0,2,3,31,1,4,0,3,1,1,13,11,7,no,14,6,1,0,4,2,2,2
3rd (51),2:50,0,-5,6,3,6,31,3,7,3,2,4,10,10,1,no,9,1,6,1,1,3,3,0
4th (49),3:02,0,-6,10,10,12,0,9,14,3,0,3,11,13,2,no,12,3,0,2,1,6,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),3:24,18,0,5,7,16,0,6,16,2,0,1,18,8,5,no,11,3,0,2,2,4,4,1
2nd (60),2:21,18,0,9,0,27,0,6,0,2,1,3,5,18,5,no,13,6,0,0,3,4,2,0
3rd (56),2:41,0,-6,4,3,3,48,4,0,3,3,4,14,11,0,no,9,1,8,0,0,2,1,2
4th (53),3:56,0,-6,2,3,12,26,0,16,3,2,2,12,12,0,no,14,3,6,2,0,0,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),2:44,9,-2,4,3,0,50,5,0,3,1,6,12,12,1,no,9,0,9,0,1,2,1,3
2nd (63),5:30,18,0,2,3,12,0,3,25,3,1,1,20,14,8,no,14,2,0,3,5,3,3,1
3rd (58),3:21,0,-6,8,20,23,0,5,8,4,1,1,12,20,0,no,8,5,0,1,0,2,5,0
4th (50),4:05,8,-3,4,7,21,4,0,9,2,1,2,14,12,3,no,11,4,1,2,1,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),4:27,12,-1,7,3,0,25,4,15,2,0,3,4,12,3,no,14,0,6,2,2,2,4,2
2nd (60),2:56,12,-1,2,7,23,0,2,15,2,1,1,22,12,8,no,11,5,0,2,3,2,3,0
3rd (52),3:08,0,-6,4,20,25,0,9,0,4,0,3,8,2,0,no,8,5,0,0,0,6,3,0
4th (45),3:38,10,-2,4,3,5,18,0,7,3,0,1,16,24,10,no,9,1,4,1,4,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),3:00,13,-1,0,3,8,26,3,6,3,0,2,18,3,4,no,9,1,5,1,3,2,3,2
2nd (57),2:41,12,-1,4,7,19,0,2,14,3,2,1,12,9,5,no,13,4,0,2,3,2,2,0
3rd (50),2:04,10,-3,10,5,6,0,7,15,3,0,1,2,26,9,no,10,1,0,1,4,4,3,2
4th (42),3:14,0,-6,1,2,23,10,3,9,1,0,5,10,4,0,no,12,5,4,2,0,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),3:17,8,-3,3,7,32,0,3,14,3,0,2,12,11,2,no,13,7,0,2,1,2,3,0
2nd (56),3:00,0,-5,3,2,4,43,0,9,1,2,4,11,14,0,no,14,1,9,1,0,1,3,1
3rd (53),3:12,10,-2,8,5,9,0,0,23,3,0,0,8,17,4,no,10,2,0,3,3,3,3,1
4th (51),4:26,17,-1,3,7,15,0,10,0,2,1,1,17,6,10,no,11,3,0,0,4,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),2:31,9,-1,10,7,9,0,7,13,3,0,1,0,21,6,no,13,2,0,2,4,3,4,0
2nd (53),3:12,14,0,5,7,11,0,8,8,2,0,2,11,3,9,no,11,2,0,1,4,5,3,1
3rd (52),3:12,0,-5,2,3,15,25,6,6,3,0,3,12,5,3,no,9,3,4,1,1,2,2,3
4th (51),3:19,8,-3,2,5,26,0,0,13,3,1,3,8,2,5,no,10,6,0,1,2,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),4:20,8,-4,9,3,4,26,5,10,2,0,2,10,16,5,no,14,1,5,2,2,5,3,0
2nd (48),2:57,8,-1,6,7,12,0,3,13,3,1,1,10,10,8,no,13,2,0,2,4,2,4,0
3rd (46),6:24,14,0,3,7,22,0,0,0,2,2,1,12,10,11,no,11,4,0,0,4,1,3,2
4th (44),5:26,1,-4,2,3,16,4,8,14,3,1,1,14,10,4,no,9,4,1,2,2,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),2:23,9,-1,10,7,18,0,9,8,2,0,2,9,12,6,no,11,4,0,1,2,6,3,0
2nd (56),4:05,0,-6,8,3,7,38,6,0,3,2,2,2,15,0,no,9,1,6,1,0,1,3,3
3rd (50),3:41,10,-2,1,7,25,0,2,7,3,0,1,12,6,9,no,13,5,0,1,4,3,2,0
4th (49),4:24,13,-1,0,5,9,0,3,20,3,1,1,12,2,7,no,10,2,0,2,4,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),2:58,0,-6,4,10,8,43,0,0,3,0,6,4,4,0,no,12,2,9,0,0,0,2,2
2nd (51),2:23,9,-1,10,7,11,0,11,4,2,1,0,6,5,5,no,11,3,0,1,2,4,5,0
3rd (49),2:06,13,-1,2,7,19,0,2,7,3,1,1,7,7,8,no,13,4,0,1,4,3,2,0
4th (41),2:30,10,-2,5,5,21,0,2,0,2,1,1,5,6,7,no,10,4,0,0,4,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (50),2:58,0,-2,7,3,8,16,8,10,3,0,3,10,16,3,no,9,1,4,1,2,5,3,1
2nd (50),4:28,3,-1,3,20,14,0,6,5,4,1,0,19,13,3,no,8,3,0,1,2,3,3,1
3rd (48),2:34,11,-1,0,7,30,0,1,0,3,0,3,12,4,8,no,13,7,0,0,4,3,1,0
4th (38),2:52,10,-2,7,5,5,1,0,12,2,1,1,7,15,10,no,12,1,1,3,4,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (70),2:56,16,-1,8,10,24,0,6,7,3,0,1,20,26,4,no,12,5,0,1,2,2,4,1
2nd (63),3:58,18,0,5,5,5,2,9,19,3,0,2,13,4,7,no,10,1,2,1,4,6,1,0
3rd (60),4:26,1,-5,2,10,27,10,0,15,3,0,2,18,25,1,yes,2,5,2,2,1,0,4,1
4th (59),4:17,0,-5,2,2,2,55,3,0,1,0,4,12,8,0,no,14,1,9,1,0,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),2:55,5,-3,4,3,6,31,6,5,3,0,4,14,13,4,no,9,1,6,1,2,2,1,3
2nd (52),3:41,3,-3,4,5,16,0,3,24,3,0,0,18,14,3,no,10,3,0,3,2,4,3,0
3rd (51),4:33,13,-1,6,3,15,0,4,11,1,1,2,10,17,10,no,11,4,0,2,4,4,2,0
4th (40),2:43,11,-1,3,15,8,0,4,0,3,2,1,12,10,8,yes,1,2,0,0,4,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),2:06,0,-5,5,10,0,55,3,0,3,0,6,14,4,0,no,12,0,9,1,0,3,2,0
2nd (58),2:03,11,-2,6,7,22,0,4,10,3,1,2,2,11,4,no,13,5,0,1,2,2,4,0
3rd (56),2:46,13,-1,1,3,17,0,0,23,3,2,0,11,9,5,no,14,4,0,3,4,1,4,0
4th (41),2:43,11,-3,2,20,11,0,0,0,4,1,1,6,9,9,no,8,3,0,0,4,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),2:23,0,-3,2,2,4,55,0,0,1,2,7,14,12,5,no,14,1,9,1,2,0,2,1
2nd (57),2:00,17,0,6,7,25,0,2,0,2,1,1,12,7,8,no,11,5,0,0,3,3,3,1
3rd (50),2:20,8,-3,4,20,11,0,4,6,4,0,1,9,18,7,no,8,2,0,1,3,3,4,1
4th (47),2:49,1,-2,5,3,15,4,7,14,3,0,2,10,8,5,no,9,3,1,2,3,4,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),3:29,0,-2,2,3,14,31,6,0,3,0,3,18,12,3,no,9,2,6,0,2,2,2,3
2nd (53),2:33,8,-1,5,5,14,0,2,20,3,2,0,15,23,6,no,10,3,0,2,3,2,2,1
3rd (50),2:40,13,0,1,7,15,0,3,11,3,0,2,10,4,9,no,13,4,0,2,4,3,2,0
4th (49),2:50,5,-3,6,20,3,0,4,14,4,0,1,9,13,7,no,8,1,0,2,3,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),3:57,9,-2,7,10,6,9,0,15,3,0,2,6,16,6,no,12,1,3,2,3,1,5,0
2nd (52),3:03,13,-3,8,7,15,0,3,9,3,1,3,2,14,10,no,13,3,0,1,4,1,4,1
3rd (52),3:28,13,-1,2,7,13,0,7,11,2,1,1,16,2,5,no,11,3,0,2,2,3,4,1
4th (46),2:52,0,-5,1,5,22,16,0,7,3,0,2,16,8,1,no,10,4,5,1,1,2,0,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),2:43,18,0,4,5,15,0,3,19,3,1,0,14,8,6,no,10,4,0,2,3,3,2,0
2nd (58),2:58,0,-6,2,7,24,31,0,0,3,0,4,4,9,0,no,13,4,7,0,0,1,2,1
3rd (49),2:27,18,0,3,7,5,1,2,13,2,1,0,7,4,6,no,11,1,0,3,3,2,5,1
4th (42),3:10,0,-6,8,20,10,0,10,0,4,0,2,8,12,0,no,8,2,0,0,0,6,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),3:38,17,0,7,5,12,0,6,21,3,2,1,8,11,5,no,10,3,0,1,3,3,2,1
2nd (63),3:53,0,-6,1,3,10,55,0,0,3,0,4,11,6,0,no,14,2,9,1,0,4,2,0
3rd (57),3:14,18,0,6,7,14,0,0,12,3,1,0,6,12,9,no,13,2,0,2,5,1,3,1
4th (53),3:17,0,-5,4,20,16,0,8,10,4,0,0,12,8,1,no,8,3,0,1,1,3,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (70),2:30,18,0,6,7,26,0,3,10,3,0,1,6,19,7,no,13,5,0,1,4,1,3,1
2nd (65),3:17,11,-1,5,20,11,0,4,15,4,0,1,8,17,4,no,8,2,0,2,2,3,4,1
3rd (56),6:19,0,-5,1,3,22,10,9,16,3,0,1,22,4,0,no,9,5,2,2,0,7,0,1
4th (49),3:30,5,-4,1,5,0,38,0,4,3,0,3,14,10,5,no,10,0,8,0,2,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),6:17,11,-3,2,3,8,36,0,0,2,0,6,14,18,6,no,14,3,8,0,3,3,1,0
2nd (57),4:45,16,0,0,5,19,0,2,15,2,1,0,19,4,8,no,10,4,0,2,4,3,2,0
3rd (48),4:41,1,-4,3,7,20,13,4,4,3,0,0,12,12,1,no,13,3,4,1,1,3,1,2
4th (46),4:12,6,-3,8,3,8,0,10,14,2,0,0,10,21,7,no,9,2,0,2,3,3,7,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (73),2:57,16,-1,5,7,3,0,5,38,2,0,0,16,15,6,no,11,1,0,5,2,3,5,0
2nd (54),4:32,18,0,5,5,14,0,12,0,2,0,0,8,8,7,no,10,2,0,0,4,4,4,2
3rd (54),2:55,1,-5,2,2,16,38,0,0,1,1,5,14,14,1,no,12,3,8,0,1,0,3,1
4th (45),4:46,0,-5,7,3,15,13,3,9,3,1,3,9,10,0,no,9,4,3,1,0,5,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),3:07,17,-1,2,7,24,0,4,14,3,0,0,8,10,7,no,13,4,0,2,4,1,4,0
2nd (57),2:47,13,-1,5,10,0,26,4,0,3,0,1,9,9,5,no,12,0,6,0,2,2,3,2
3rd (55),3:34,2,-3,7,3,15,16,9,6,3,0,6,13,5,2,no,9,3,4,1,2,6,1,0
4th (53),4:00,0,-5,3,3,15,26,4,7,2,0,2,6,12,0,no,14,4,5,2,0,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),2:47,16,0,4,5,26,0,3,8,3,1,1,6,6,5,no,10,5,0,0,3,2,3,1
2nd (59),4:32,16,0,5,8,11,0,10,9,2,0,2,8,8,6,no,8,2,0,1,3,6,4,0
3rd (49),4:33,0,-4,3,3,5,13,6,23,3,0,1,6,5,1,no,9,1,3,3,1,2,3,3
4th (49),4:03,0,-4,2,3,9,26,0,13,2,1,1,8,9,1,no,14,2,6,2,1,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),2:05,18,0,0,5,25,0,0,20,2,0,2,12,0,8,no,10,5,0,2,4,3,2,0
2nd (57),2:36,18,0,6,20,5,0,8,0,4,2,0,7,2,6,no,8,1,0,0,3,4,4,0
3rd (49),1:50,0,-6,12,10,25,0,8,0,3,0,2,2,9,3,no,12,5,0,0,1,4,3,2
4th (32),2:28,0,-6,5,0,0,26,0,7,0,2,5,0,10,3,no,9,0,6,2,1,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),2:32,9,-1,3,20,13,0,4,8,4,1,1,12,4,6,no,8,3,0,1,3,2,4,0
2nd (47),4:01,13,-1,4,3,22,1,0,5,3,0,3,3,14,9,no,14,4,1,1,4,3,4,1
3rd (45),1:45,5,-5,7,7,17,10,4,0,2,0,1,4,15,5,no,11,4,3,0,1,1,4,3
4th (44),2:37,5,-3,1,3,6,16,0,16,2,3,3,17,3,2,no,9,1,5,2,2,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),5:37,9,-2,12,3,10,13,3,6,3,0,2,10,28,4,no,9,3,3,1,2,4,4,0
2nd (53),2:22,13,-1,3,10,22,0,0,6,3,0,1,20,16,11,no,12,4,0,1,5,0,3,2
3rd (49),4:20,12,-1,2,7,10,0,4,15,2,0,1,11,2,10,no,11,2,0,2,4,4,4,0
4th (46),2:31,0,-6,2,3,11,33,3,0,2,3,3,10,5,0,no,14,2,8,0,0,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),2:38,3,-5,7,3,14,1,12,24,3,0,1,10,14,2,no,9,4,0,3,1,3,3,3
2nd (55),3:56,6,-3,3,5,11,16,3,14,3,1,3,11,8,4,no,10,2,4,1,2,3,2,0
3rd (50),3:00,9,0,4,3,23,0,5,6,3,0,2,10,12,9,no,14,6,0,1,4,2,5,0
4th (43),3:31,8,0,2,0,8,25,0,0,2,0,4,10,7,9,no,13,1,6,0,4,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),3:14,0,-5,4,3,11,48,0,7,3,1,8,16,24,5,no,14,3,9,1,2,0,2,0
2nd (62),2:15,16,-1,2,15,11,0,4,15,3,0,0,22,15,7,yes,1,2,0,2,3,2,4,2
3rd (61),4:19,17,0,3,3,15,10,4,9,3,0,4,12,12,9,no,9,2,2,1,4,4,2,2
4th (45),3:13,1,-4,7,5,15,0,3,18,3,2,1,11,10,4,no,10,4,0,2,2,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),3:55,17,0,4,5,25,0,2,12,3,0,0,18,20,6,no,10,5,0,1,3,2,2,2
2nd (54),3:51,5,-3,11,20,12,0,9,0,4,0,0,5,25,4,no,8,2,0,0,2,4,5,1
3rd (51),2:54,7,-1,2,10,5,13,0,15,3,0,1,21,5,3,no,12,2,3,3,2,4,1,0
4th (50),3:38,0,-5,2,3,6,36,0,8,2,2,3,20,14,3,no,9,1,8,1,1,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),2:47,0,-5,1,3,15,43,0,0,3,2,4,9,4,0,no,14,3,9,0,0,1,2,1
2nd (55),2:42,8,-1,8,7,22,0,7,4,2,1,2,8,11,7,no,11,4,0,1,2,4,3,1
3rd (52),2:22,17,-1,1,7,4,10,4,10,3,0,1,6,4,11,no,13,1,3,1,5,1,4,0
4th (45),3:52,2,-2,1,3,12,1,0,28,2,0,0,6,10,7,no,9,3,1,4,4,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),2:40,0,-5,5,10,16,31,0,0,3,1,5,12,12,0,no,12,3,7,0,0,1,2,1
2nd (54),3:10,13,-2,0,7,23,0,0,13,3,0,1,14,8,7,no,13,5,0,2,3,2,3,0
3rd (47),3:08,7,-2,6,7,12,0,4,13,2,1,0,8,14,6,no,11,2,0,2,3,2,4,2
4th (45),3:44,14,-1,2,10,0,10,3,7,3,0,2,12,12,10,yes,3,0,3,1,5,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),3:16,10,-2,6,7,17,1,5,19,2,0,3,9,7,3,no,11,4,1,3,1,5,2,0
2nd (59),4:31,13,-2,6,3,0,36,3,0,3,1,6,16,19,11,no,14,0,8,0,4,2,3,0
3rd (50),4:35,12,-2,2,5,17,0,6,10,3,0,1,12,13,8,no,10,4,0,1,4,2,2,2
