Place,VP total,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods,Match ID/Avg lvl
4,54,2:20,17,0,7,3,12,0,7,8,2,1,0,14,16,8,yes,3,2,0,1,4,3,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,1:52,18,0,5,10,17,1,0,19,3,0,1,16,14,7,no,12,3,1,2,4,3,2,0,#57269481
2,57,2:41,0,-6,10,3,4,43,3,0,3,3,6,14,20,0,no,14,1,9,0,0,2,2,1,407
3,57,2:05,14,0,3,7,2,10,5,16,2,0,1,12,8,5,no,11,1,3,2,2,2,5,1,
4,50,2:25,0,-4,1,7,33,0,0,13,3,1,2,8,8,3,no,13,7,0,2,2,1,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,3:42,10,-1,1,3,24,0,5,20,1,0,2,12,1,4,no,11,5,0,2,2,3,5,0,#59833106
2,59,3:12,15,-1,3,20,13,0,0,9,4,0,0,12,14,8,no,8,2,0,1,4,2,5,0,407
3,55,5:10,0,-6,7,5,0,31,3,15,3,0,3,5,8,0,no,10,0,7,1,0,3,1,3,
4,51,5:03,8,-3,5,0,14,10,7,10,2,0,3,10,16,7,no,13,3,3,1,3,3,1,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:31,17,-1,4,10,13,0,4,9,3,2,2,9,11,8,yes,4,2,0,1,3,4,2,1,#59832412
2,52,3:35,5,-3,4,10,15,4,3,14,3,1,0,16,16,2,yes,2,3,1,2,2,1,4,1,407
3,40,3:34,11,-3,6,15,5,0,4,2,3,0,1,9,14,10,yes,1,2,0,1,4,3,4,1,
4,40,3:13,3,-5,1,7,28,0,2,4,3,1,1,9,2,2,no,13,6,0,1,1,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,3:50,5,-5,3,3,10,50,0,0,2,0,6,9,8,3,no,14,2,10,0,1,3,1,1,#58045945
2,58,3:09,12,-1,1,13,18,0,7,8,3,0,1,14,2,5,no,8,3,0,1,3,4,4,0,406
3,54,3:31,5,-3,4,2,17,0,5,24,1,0,1,10,9,2,no,12,4,0,3,2,3,5,0,
4,47,6:21,13,-2,4,3,8,9,0,12,3,0,1,2,16,9,no,9,2,2,2,4,1,3,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,2:16,3,-4,6,13,9,0,6,24,3,0,0,4,15,4,no,8,2,0,3,2,2,3,3,#60409480
2,56,5:42,8,-3,1,3,14,26,0,7,3,0,7,4,2,6,no,14,3,7,1,3,1,2,1,406
3,54,3:27,7,-3,1,3,13,25,8,0,3,0,2,14,0,5,no,9,2,4,0,3,5,3,0,
4,48,2:54,14,0,4,7,15,0,0,8,2,0,3,3,8,11,no,11,3,0,1,4,2,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,74,3:55,18,0,6,7,17,0,8,18,2,0,1,8,6,4,no,11,4,0,2,2,4,4,0,#55622623
2,55,4:04,17,0,4,10,11,0,5,8,3,1,1,8,4,5,yes,3,2,0,1,3,5,2,1,406
3,48,4:50,0,-6,6,3,3,18,6,18,3,2,1,6,14,0,no,9,1,3,3,0,1,4,3,
4,48,3:26,0,-5,0,0,22,31,0,0,2,0,4,4,2,1,no,13,4,7,0,1,0,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,4:39,13,-1,2,20,5,1,4,15,4,0,0,15,6,6,no,8,1,1,2,3,3,3,1,#43204398
2,54,4:35,0,-6,4,7,8,38,3,0,3,0,4,6,9,0,no,13,2,8,0,0,2,3,0,406
3,44,4:25,13,0,4,5,15,0,0,7,3,2,1,8,12,8,no,10,3,0,1,4,1,3,1,
4,44,4:42,5,-4,3,3,30,1,6,0,2,0,2,12,14,8,no,9,6,1,0,3,1,4,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,2:45,0,-6,0,3,0,62,3,8,3,2,6,12,2,0,no,14,0,11,1,0,1,3,0,#61659228
2,59,3:36,10,-3,9,7,5,0,6,25,2,0,0,10,25,9,no,11,1,0,3,3,1,5,3,405
3,56,4:36,13,-1,7,10,24,0,3,0,3,0,1,13,12,7,no,12,4,0,0,4,3,3,1,
4,51,4:34,12,-1,5,5,19,0,0,11,3,1,1,14,10,8,no,10,4,0,1,4,3,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:36,13,-2,2,3,2,43,0,4,3,0,6,15,20,7,no,14,1,9,1,3,1,2,1,#60014688
2,52,4:36,13,-2,2,7,23,0,2,7,3,0,3,12,10,9,no,13,5,0,1,4,3,2,0,405
3,51,3:34,5,-2,6,10,14,0,3,15,3,0,0,18,19,4,no,12,3,0,3,3,1,4,1,
4,45,6:17,1,-4,3,3,22,18,2,0,3,2,3,12,8,1,no,9,4,4,0,1,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:13,10,-2,2,5,21,0,3,24,3,0,1,6,3,4,no,10,4,0,2,2,2,3,2,#50705676
2,55,5:08,0,-6,3,3,11,38,6,0,3,1,4,6,4,0,no,14,2,8,0,0,1,3,3,405
3,53,3:35,8,-4,8,7,2,0,10,22,2,0,3,5,12,6,no,11,1,0,3,2,5,5,0,
4,53,3:26,18,0,5,7,11,1,3,8,3,0,0,10,8,10,no,13,2,1,1,6,2,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,4:43,9,-3,4,3,20,10,8,8,3,0,2,13,8,3,no,14,4,3,1,2,5,3,0,#51840314
2,59,3:09,18,0,3,7,7,0,0,24,2,0,1,10,13,8,no,11,2,0,4,3,2,4,1,404
3,58,2:35,0,-6,3,3,15,43,0,0,3,0,4,6,8,0,no,9,3,8,0,0,1,2,3,
4,49,2:56,9,-3,8,10,12,0,7,6,3,0,0,8,8,6,no,12,2,0,1,3,4,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,6:07,1,-5,9,10,22,1,0,22,3,0,0,10,25,1,no,12,4,1,3,1,1,4,1,#51833296
2,50,3:57,13,-1,8,7,3,16,4,0,2,2,3,8,14,10,no,11,1,4,0,3,1,4,1,404
3,45,3:21,8,-3,4,5,12,0,5,14,3,1,0,17,4,8,no,10,3,0,1,3,5,2,0,
4,44,5:31,10,-1,2,3,13,4,5,8,3,2,0,22,14,4,no,9,2,1,2,3,5,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,6:20,0,-6,0,7,5,48,0,6,3,0,3,10,9,0,no,13,1,8,2,0,1,3,0,#51781106
2,59,3:19,9,-2,6,10,0,13,0,23,3,0,1,10,8,4,no,12,0,4,3,2,1,3,2,404
3,58,5:04,16,0,3,13,20,0,0,6,3,0,0,10,10,8,no,8,4,0,1,4,1,4,1,
4,52,4:05,9,-2,6,5,19,0,8,7,3,0,0,9,12,6,no,10,3,0,0,3,5,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:15,18,0,4,7,14,0,3,15,3,0,1,4,11,7,no,13,3,0,2,4,3,3,0,#60281630
2,60,3:53,14,-1,6,3,7,31,0,0,3,1,1,8,19,4,no,14,1,7,0,2,3,3,1,403
3,47,3:02,0,-6,2,20,31,0,0,0,4,1,1,12,8,0,no,8,7,0,0,0,2,3,1,
4,42,5:10,3,-4,3,10,8,10,6,6,3,0,1,18,4,3,no,12,2,4,1,2,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,5:16,18,0,2,3,8,10,0,21,3,2,0,16,15,7,no,14,2,3,2,4,1,2,2,#62890893
2,57,3:05,0,-6,10,13,27,0,13,0,3,0,4,6,14,0,no,8,5,0,0,0,7,3,0,403
3,56,3:15,18,0,3,7,15,0,0,13,3,1,0,10,8,9,no,13,3,0,2,5,1,3,0,
4,53,3:56,0,-6,1,3,0,55,0,0,3,2,5,17,12,5,no,9,0,8,1,2,1,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:47,18,0,12,7,16,1,3,2,3,0,1,4,16,6,no,13,3,1,1,3,3,4,0,#62882148
2,50,3:20,0,-6,0,3,26,16,5,6,3,0,3,8,5,0,no,14,5,5,1,0,1,5,1,403
3,49,3:39,0,-6,3,10,8,18,0,16,3,0,3,8,4,0,no,12,2,4,3,0,2,4,0,
4,48,3:18,18,0,7,7,9,0,7,0,2,4,2,5,0,6,no,11,2,0,0,3,5,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,71,4:25,13,-1,4,7,16,0,7,25,2,0,0,8,9,5,no,11,3,0,2,2,1,7,1,#50707763
2,63,3:44,13,-1,6,7,13,0,6,19,3,1,1,6,5,4,no,13,3,0,2,3,3,3,0,403
3,57,4:36,0,-6,1,3,16,38,0,5,3,1,5,6,4,0,no,9,3,7,1,0,0,2,3,
4,52,4:02,10,-4,7,3,0,36,0,0,3,1,5,8,10,7,no,14,0,8,0,3,4,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:14,10,-2,3,20,20,0,8,0,4,1,4,10,4,4,no,8,5,0,0,3,4,1,0,#56087855
2,54,3:33,0,-6,3,3,6,48,0,0,2,1,4,4,9,3,no,14,1,8,1,1,0,4,2,402
3,50,3:18,10,-2,4,7,15,0,0,16,3,1,0,16,10,8,no,13,4,0,2,4,2,2,0,
4,48,3:22,16,-2,7,7,7,0,5,8,2,1,2,10,17,9,no,11,1,0,2,3,3,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,3:44,0,-6,10,3,7,36,9,7,3,0,4,0,21,0,no,9,1,7,1,0,2,3,3,#51649298
2,57,3:08,16,-1,6,7,17,0,5,7,2,1,3,9,12,10,no,11,4,0,1,4,5,1,0,402
3,48,3:32,9,-2,5,10,22,0,4,0,3,2,2,10,2,4,no,12,5,0,0,2,1,4,1,
4,43,3:21,10,-2,2,5,0,0,3,25,3,2,1,23,7,9,no,10,0,0,3,5,2,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,3:37,16,0,7,5,9,0,5,28,3,1,1,2,0,6,no,10,2,0,2,3,5,2,0,#62587119
2,57,3:04,1,-4,1,15,25,0,4,15,3,0,2,8,9,1,yes,1,6,0,2,1,2,4,0,402
3,54,3:40,16,-2,6,3,0,16,9,6,3,2,3,14,12,7,no,9,0,3,1,3,2,3,3,
4,49,2:47,1,-4,2,7,27,16,0,0,3,1,4,4,7,1,no,13,5,3,1,1,1,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,5:02,18,0,5,7,11,0,2,13,2,0,1,12,8,12,no,11,2,0,2,5,3,2,2,#61658615
2,54,2:41,8,-3,3,7,19,0,7,13,3,0,2,10,4,4,no,13,4,0,2,2,4,3,0,402
3,53,2:40,0,-5,6,2,3,43,4,0,1,1,4,2,14,0,no,14,1,9,0,0,1,4,2,
4,46,4:08,9,-3,3,5,21,0,0,11,3,1,1,12,10,9,no,10,4,0,1,4,1,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,4:15,5,-3,1,10,20,16,2,6,3,0,5,20,8,2,no,12,5,3,2,2,1,2,0,#55126319
2,55,2:54,9,-3,10,7,29,0,3,0,3,2,1,2,16,5,no,13,5,0,0,3,1,3,1,402
3,52,5:13,5,-4,9,0,4,26,7,5,0,0,4,8,24,3,no,8,1,6,1,1,3,4,2,
4,47,3:22,16,-1,3,7,2,0,0,20,2,2,1,20,2,9,no,11,1,0,3,3,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,5:01,17,-1,12,3,15,1,6,4,3,2,2,12,23,6,no,9,3,0,1,3,3,3,2,#52735392
2,56,8:43,0,-4,0,10,18,13,3,16,3,0,3,20,4,2,no,12,4,4,2,1,3,1,0,402
3,44,6:05,10,-1,4,3,17,1,3,7,3,0,2,12,10,8,no,14,5,1,1,3,3,3,2,
4,41,5:15,2,-3,4,5,13,10,2,8,3,1,1,13,20,5,no,10,2,3,1,3,3,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:02,3,-4,3,0,6,50,0,0,0,3,8,2,0,2,no,12,2,10,0,1,1,1,0,#48141515
2,56,3:48,17,-1,4,5,15,0,3,13,3,1,1,4,6,8,no,10,3,0,1,4,2,3,1,402
3,50,3:58,5,-3,3,15,0,0,0,30,3,0,0,8,12,7,yes,1,0,0,4,4,1,5,1,
4,43,4:02,10,-3,0,3,31,2,0,0,2,0,1,8,4,9,no,14,6,2,0,3,2,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,78,2:16,0,-6,3,2,0,76,3,0,1,0,7,7,4,0,no,14,0,12,0,0,3,2,1,#62536608
2,50,4:57,8,0,0,7,23,0,0,12,3,0,1,16,6,11,no,13,5,0,2,5,1,2,0,401
3,49,4:49,9,0,4,3,23,0,0,10,2,0,1,6,17,11,no,9,4,0,2,5,1,3,3,
4,48,4:26,9,-2,4,20,13,0,4,0,4,1,2,4,6,4,no,8,3,0,0,2,4,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53,2:49,6,-4,9,10,8,1,6,17,3,0,0,4,14,4,no,12,1,0,3,2,1,6,2,#55378084
2,52,2:43,13,-3,3,20,10,0,9,0,4,1,3,13,4,10,no,8,3,0,0,4,5,1,0,401
3,49,2:50,5,-3,11,7,16,0,6,7,3,0,0,4,20,2,no,13,3,0,1,2,4,4,1,
4,46,4:15,12,-2,2,7,27,0,0,0,2,3,1,20,3,8,no,11,6,0,0,3,1,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,2:57,0,-5,1,3,9,55,0,0,3,0,7,12,8,3,no,9,2,9,0,1,3,1,1,#50107580
2,54,4:51,14,-2,5,10,25,0,2,0,3,1,2,12,10,6,no,12,6,0,0,3,2,2,1,401
3,53,3:17,13,-1,10,7,11,1,3,9,3,0,0,6,13,7,no,13,2,1,1,3,3,4,1,
4,52,3:32,5,-2,6,7,16,0,6,14,2,2,0,11,10,4,no,11,3,0,2,2,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,4:09,16,-2,6,7,15,1,7,8,3,0,0,2,5,7,no,13,4,1,1,3,2,4,0,#48555260
2,57,5:11,1,-5,1,3,9,48,0,0,2,2,5,7,2,1,no,14,2,8,1,1,2,1,1,401
3,52,4:50,18,0,1,13,14,0,0,6,3,1,1,8,8,9,no,8,3,0,1,5,1,3,1,
4,40,6:36,1,-5,7,10,13,0,6,8,3,1,1,6,8,4,yes,3,2,0,1,2,4,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,3:25,9,-2,4,7,19,0,3,21,3,0,0,2,6,3,no,13,3,0,3,2,3,3,1,#56584719
2,56,2:26,13,-1,7,7,17,0,5,8,2,1,3,4,9,6,no,11,4,0,1,3,2,5,0,401
3,51,2:59,0,-5,2,5,17,26,6,0,2,0,5,8,2,1,no,10,4,5,1,1,2,1,2,
4,44,4:27,13,-3,1,20,5,0,0,8,4,2,1,7,4,10,no,8,1,0,1,4,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:02,16,-2,3,3,5,25,0,6,3,0,3,13,12,10,no,14,2,4,2,4,2,3,1,#64239268
2,54,2:45,5,-3,4,10,10,16,4,8,3,0,6,6,0,2,no,12,2,4,1,2,4,2,0,401
3,49,2:57,6,-4,1,0,30,0,2,14,2,0,3,4,4,4,no,13,7,0,2,2,1,3,1,
4,43,1:52,9,-3,6,10,13,0,3,5,3,0,0,8,15,9,yes,3,2,0,1,4,4,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:45,16,0,7,7,21,0,4,8,2,0,1,3,13,8,no,11,4,0,1,3,2,4,2,#55623168
2,55,3:49,16,0,2,13,14,0,3,7,3,0,0,20,12,8,no,8,3,0,2,4,2,3,1,401
3,53,3:56,0,-4,2,5,0,43,0,7,2,1,5,12,4,1,no,12,0,9,1,1,2,1,1,
4,45,3:01,0,-4,8,3,18,4,8,8,3,0,2,13,19,3,no,9,4,0,2,2,5,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,78,4:49,0,-5,4,3,0,76,0,0,3,1,6,8,10,1,no,14,0,12,0,1,1,2,1,#50705975
2,63,6:30,17,0,3,10,13,0,8,12,3,0,2,8,6,6,yes,3,3,0,1,3,2,5,1,401
3,62,4:38,18,0,3,3,16,0,3,19,2,2,2,12,11,7,no,9,4,0,2,4,1,3,1,
4,48,3:27,0,-6,8,7,17,0,7,15,3,0,3,9,10,5,no,13,3,0,2,2,7,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,2:31,0,-4,0,3,14,55,0,0,3,0,5,20,11,0,no,9,4,9,0,0,2,1,1,#62667673
2,58,2:30,9,-1,7,5,8,0,4,26,3,1,0,12,28,5,no,10,1,0,3,3,1,4,2,400
3,55,2:56,14,0,8,7,15,0,11,0,2,0,1,16,6,8,no,11,3,0,0,3,5,4,1,
4,42,2:39,5,-3,1,7,24,8,0,0,3,0,6,5,8,6,no,13,5,4,0,2,3,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,72,2:56,18,0,6,5,24,0,0,19,2,0,0,16,23,6,no,12,4,0,2,4,1,5,0,#61380509
2,64,4:18,15,-1,3,7,26,0,4,10,3,1,2,6,9,4,no,13,6,0,1,2,1,4,0,400
3,63,2:58,3,-5,6,3,0,26,12,18,3,0,6,12,6,2,no,9,0,4,3,1,8,1,0,
4,59,3:26,0,-6,3,8,8,40,6,0,2,0,6,20,16,0,no,8,2,9,0,0,2,0,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,5:12,0,-6,2,0,11,55,0,0,1,0,5,2,6,0,no,13,2,9,1,0,2,2,1,#64228525
2,57,3:02,13,-1,10,7,21,0,7,0,2,0,0,8,16,7,no,11,3,0,0,3,4,5,1,400
3,57,2:47,12,-1,1,20,8,0,8,9,4,0,1,10,0,5,no,8,2,0,1,3,4,4,0,
4,55,3:24,10,-3,3,5,9,0,0,31,2,0,0,14,12,9,no,12,2,0,4,4,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,2:47,18,0,7,7,21,0,6,0,2,1,1,14,15,7,no,11,4,0,0,3,3,4,1,#63441966
2,54,3:32,9,-3,5,7,13,0,3,20,3,1,1,10,12,6,no,13,3,0,3,3,1,3,1,400
3,52,3:27,4,-4,3,20,16,0,5,8,4,0,3,8,6,3,no,8,4,0,1,2,5,1,1,
4,44,3:06,5,-5,0,0,5,33,0,6,0,0,7,4,3,5,no,12,1,8,1,2,0,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,76,3:40,0,-5,2,3,0,76,0,0,3,0,5,16,13,0,no,9,0,10,1,0,1,2,3,#55125301
2,64,4:21,9,-2,3,20,13,0,4,17,4,1,1,18,17,3,no,8,3,0,2,2,1,5,0,400
3,56,2:28,17,0,4,3,32,0,0,0,3,1,1,10,19,11,no,14,6,0,0,5,2,2,2,
4,52,3:38,8,-3,4,7,13,0,3,20,2,0,2,14,9,10,no,11,3,0,2,3,5,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:55,18,0,8,7,10,0,6,16,2,0,0,14,21,9,no,11,3,0,2,4,2,4,1,#50708873
2,65,5:44,0,-6,3,3,8,55,2,0,2,0,7,12,11,0,no,14,2,10,0,0,2,3,1,400
3,57,4:27,9,-2,2,5,20,1,0,22,3,0,1,12,13,3,no,10,4,1,2,2,2,2,2,
4,49,4:34,8,-3,2,10,22,0,0,10,3,0,0,22,15,8,no,12,4,0,2,4,2,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,4:11,12,-1,2,7,18,0,4,14,2,0,1,22,13,7,no,11,4,0,2,3,2,3,2,#50616963
2,51,2:56,10,-1,3,15,12,0,0,12,3,1,1,11,18,9,yes,1,2,0,2,4,2,3,1,400
3,47,3:14,9,-1,4,7,22,1,0,5,3,0,1,4,12,6,no,13,4,1,1,3,2,4,0,
4,46,5:34,0,-6,5,10,6,31,0,0,3,0,2,14,8,0,no,12,2,7,0,0,3,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:37,10,-2,5,3,12,25,3,0,3,1,2,16,14,8,no,9,3,3,1,3,2,3,2,#64275524
2,48,2:29,13,-1,3,10,10,0,2,11,3,0,0,16,6,7,no,12,2,0,2,4,2,4,1,399
3,46,2:52,0,-3,2,3,28,16,0,0,2,0,4,6,8,5,no,14,5,5,0,2,2,3,1,
4,39,3:06,0,-1,3,20,11,0,0,6,4,0,1,6,16,5,no,8,3,0,1,2,1,5,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,2:38,12,-1,2,20,29,0,0,0,4,0,1,12,18,6,no,8,5,0,0,4,1,2,2,#64275232
2,54,3:33,4,-4,4,10,4,36,0,0,3,0,3,12,6,1,no,12,1,8,0,1,1,2,2,399
3,50,3:59,5,-5,6,3,6,16,0,19,3,2,2,15,12,3,no,9,1,3,3,1,3,3,1,
4,49,2:48,14,-1,4,7,14,0,3,8,2,0,4,9,12,12,no,11,4,0,1,4,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,4:25,11,-2,12,20,6,0,5,10,4,1,1,13,29,7,no,8,1,0,1,3,5,2,1,#50158726
2,47,3:46,5,-1,2,3,16,0,0,22,3,1,1,11,8,7,no,14,3,0,3,4,2,4,1,399
3,41,2:55,5,-3,0,5,27,0,0,7,3,1,3,5,2,7,no,10,6,0,0,3,2,3,0,
4,36,3:33,4,-3,0,3,11,13,3,5,3,1,2,20,10,6,no,9,3,3,1,3,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3:04,18,0,7,5,18,0,7,12,2,0,2,11,8,9,no,10,4,0,1,5,5,1,0,#60491399
2,67,2:55,18,0,1,3,18,4,4,19,3,0,1,14,13,6,no,9,4,1,2,3,2,4,1,399
3,54,2:20,0,-6,1,7,14,36,2,0,3,0,4,10,9,0,no,13,3,8,0,0,2,1,1,
4,51,2:24,0,-6,3,2,10,18,0,24,1,1,3,11,16,2,no,14,2,5,3,1,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,3:55,13,-1,6,3,22,10,3,0,3,0,4,6,20,10,no,9,4,2,0,4,3,3,1,#61832728
2,51,4:43,9,-1,3,10,8,0,4,18,3,0,1,6,11,7,yes,3,2,0,2,4,1,4,2,399
3,47,3:38,4,-3,0,15,22,0,2,7,3,0,3,9,0,2,yes,1,5,0,1,2,4,2,1,
4,44,4:21,5,-4,0,7,7,26,3,0,3,1,4,14,4,6,no,13,1,7,0,2,2,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:55,0,-4,4,3,7,48,0,7,2,1,5,5,14,1,no,14,1,9,1,1,2,2,1,#56584548
2,54,4:12,8,0,5,20,13,0,8,0,4,1,1,16,7,6,no,8,2,0,0,3,3,4,1,399
3,51,3:01,16,0,6,7,8,0,4,10,2,2,2,13,8,8,no,11,2,0,2,3,4,3,0,
4,43,2:53,0,-2,5,5,24,0,2,9,3,2,1,10,15,6,no,10,5,0,1,3,1,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,4:04,17,0,4,13,8,0,3,25,3,0,0,7,14,5,no,8,2,0,3,3,2,4,1,#51548753
2,57,2:56,17,0,1,5,20,0,3,11,3,1,4,7,4,8,no,10,4,0,1,4,3,2,0,399
3,50,4:51,0,-6,4,3,7,36,6,0,3,0,3,12,12,0,no,9,1,7,0,0,2,6,2,
4,47,5:10,0,-4,1,2,15,25,3,5,1,1,5,6,2,1,no,14,3,6,1,1,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,4:50,4,-3,2,3,0,64,0,0,2,1,4,18,10,2,no,14,0,10,1,2,1,3,0,#50227338
2,55,5:49,11,-3,4,10,16,0,3,14,3,0,0,12,4,7,no,12,3,0,2,3,1,4,2,399
3,51,2:35,14,-1,5,7,21,0,5,0,3,0,3,2,6,9,no,13,4,0,0,4,5,2,0,
4,46,3:42,5,-3,5,20,4,0,5,10,4,0,0,4,16,7,no,8,2,0,1,3,2,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,4:55,10,-1,6,7,19,0,4,14,2,0,2,16,16,8,no,11,4,0,2,3,2,4,1,#50226994
2,57,3:27,0,-6,4,2,14,43,0,0,1,0,7,6,13,0,no,12,3,9,0,0,2,2,1,399
3,43,5:33,13,-2,4,3,18,4,3,0,3,0,2,15,14,11,no,9,3,1,0,5,5,1,2,
4,41,4:27,10,-2,1,5,2,0,0,25,3,1,0,11,5,7,no,10,1,0,3,4,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,75,3:30,0,-5,2,3,11,64,0,0,2,0,6,6,13,0,no,14,3,10,1,0,0,3,1,#50226657
2,51,6:09,8,-2,3,15,19,0,4,4,3,0,1,10,12,7,yes,1,3,0,1,3,3,4,1,399
3,50,6:21,15,0,2,10,20,0,3,0,3,1,1,19,4,10,no,12,4,0,0,5,2,2,1,
4,45,4:13,9,-3,7,3,0,0,4,25,2,0,0,7,13,9,yes,3,0,0,3,4,4,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:53,17,0,4,7,8,0,5,24,2,0,0,9,10,5,no,11,2,0,4,2,2,5,1,#50226384
2,62,3:28,17,0,3,7,20,0,2,13,3,0,1,0,6,6,no,13,4,0,1,3,2,4,1,399
3,60,4:24,0,-6,4,3,7,48,4,0,3,1,3,6,5,0,no,9,2,8,0,0,2,2,2,
4,47,3:14,0,-4,7,5,11,17,2,9,2,1,4,10,4,1,no,12,3,5,1,1,3,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,80,4:25,4,-3,0,3,0,76,0,0,3,0,6,10,4,1,no,14,0,11,1,1,1,3,1,#50225990
2,56,3:41,11,-2,7,10,21,0,5,4,3,0,1,10,6,5,no,12,4,0,1,3,4,2,1,399
3,55,4:07,15,-1,9,7,8,0,10,7,2,0,1,8,15,7,no,11,1,0,1,3,5,5,1,
4,52,4:14,5,-5,1,7,25,13,0,6,3,0,3,9,12,3,no,13,6,4,1,1,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,1:55,4,-4,3,10,21,0,0,20,3,0,2,11,12,3,yes,4,4,0,3,1,3,4,0,#61071162
2,54,3:50,16,-1,2,3,18,13,3,0,3,0,2,12,13,8,no,14,4,4,0,4,2,3,1,398
3,53,3:11,10,-2,7,10,6,0,6,16,3,0,0,8,13,7,yes,3,1,0,2,4,3,2,3,
4,42,4:37,5,-4,2,3,9,21,6,0,2,0,5,17,10,6,no,9,3,6,0,2,4,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,2:36,15,-1,2,5,18,0,3,20,3,0,1,11,10,7,no,10,4,0,2,4,3,2,0,#64162304
2,53,2:52,1,-3,2,3,9,38,3,0,3,1,4,16,0,1,no,9,2,7,0,1,4,2,0,398
3,52,2:37,11,-3,3,15,15,0,4,7,3,0,2,7,10,6,yes,1,2,0,1,3,3,4,2,
4,48,3:34,5,-3,6,3,0,26,0,11,2,2,1,3,17,4,no,14,0,6,2,2,1,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:49,8,-1,5,20,15,0,4,10,4,0,2,12,20,6,no,8,4,0,1,3,2,4,0,#63873429
2,55,2:26,11,-1,2,3,12,26,2,0,2,3,4,12,4,5,no,14,2,6,0,3,2,2,0,397
